titulo,artistas,album,url
Please,Rod Stewart,Another Country,https://music.youtube.com/watch?v=y8AaYlWcy6I
Walking In The Sunshine,Rod Stewart,Another Country,https://music.youtube.com/watch?v=me6bIXQioQY
Love And Be Loved,Rod Stewart,Another Country,https://music.youtube.com/watch?v=tv9NeDw33mQ
We Can Win,Rod Stewart,Another Country,https://music.youtube.com/watch?v=Wq6j8XUcuU8
Another Country,Rod Stewart,Another Country,https://music.youtube.com/watch?v=JReryRBkxME
Way Back Home,Rod Stewart,Another Country,https://music.youtube.com/watch?v=7SAZXpRzwbA
Can We Stay Home Tonight?,Rod Stewart,Another Country,https://music.youtube.com/watch?v=YLMnyFShzw8
Batman Superman Spiderman,Rod Stewart,Another Country,https://music.youtube.com/watch?v=YV9nyjZiyd4
The Drinking Song,Rod Stewart,Another Country,https://music.youtube.com/watch?v=yMmFj_z-BuA
Hold The Line,Rod Stewart,Another Country,https://music.youtube.com/watch?v=spBilBPsX5Y
A Friend For Life,Rod Stewart,Another Country,https://music.youtube.com/watch?v=3KLwXYaZKJw
She Makes Me Happy,Rod Stewart,Time,https://music.youtube.com/watch?v=lUJpRSLQ2kg
Can't Stop Me Now,Rod Stewart,Time,https://music.youtube.com/watch?v=Hq-5juPpCFU
It's Over,Rod Stewart,Time,https://music.youtube.com/watch?v=MAE35c5WRXY
Brighton Beach,Rod Stewart,Time,https://music.youtube.com/watch?v=XdpLhUyw2jI
Beautiful Morning,Rod Stewart,Time,https://music.youtube.com/watch?v=Z3HsR1xsdEA
Live The Life,Rod Stewart,Time,https://music.youtube.com/watch?v=b1hTvUehlGQ
Finest Woman,Rod Stewart,Time,https://music.youtube.com/watch?v=m0LneFIfQJU
Time,Rod Stewart,Time,https://music.youtube.com/watch?v=TriwWNTKmJ0
Picture In A Frame,Rod Stewart,Time,https://music.youtube.com/watch?v=kUAJV1RSbT8
Sexual Religion,Rod Stewart,Time,https://music.youtube.com/watch?v=wjPSWDBwkTU
Make Love To Me Tonight,Rod Stewart,Time,https://music.youtube.com/watch?v=DLma54YvKzM
Pure Love,Rod Stewart,Time,https://music.youtube.com/watch?v=8fP8uPqvPyM
Have Yourself A Merry Little Christmas,Rod Stewart,"Merry Christmas, Baby",https://music.youtube.com/watch?v=1-7nf7WJclU
Santa Claus Is Coming To Town,Rod Stewart,"Merry Christmas, Baby",https://music.youtube.com/watch?v=LlkyHlieu5A
Winter Wonderland (feat. Michael Bublé),Rod Stewart,"Merry Christmas, Baby",https://music.youtube.com/watch?v=Cs62MpaU5pY
White Christmas,Rod Stewart,"Merry Christmas, Baby",https://music.youtube.com/watch?v=Ssdz_1U_eL8
"Merry Christmas, Baby (feat. Cee-Lo Green & Trombone Shorty)",Rod Stewart,"Merry Christmas, Baby",https://music.youtube.com/watch?v=JUJ1vot3CA8
Let It Snow! Let It Snow! Let It Snow! (feat. Dave Koz),Rod Stewart,"Merry Christmas, Baby",https://music.youtube.com/watch?v=c2BIP1HFAcE
What Are You Doing New Year's Eve? (feat. Ella Fitzgerald & Chris Botti),Rod Stewart,"Merry Christmas, Baby",https://music.youtube.com/watch?v=FhdgX9VrVg0
Blue Christmas,Rod Stewart,"Merry Christmas, Baby",https://music.youtube.com/watch?v=hOWAm5lyCmw
Red-Suited Super Man (feat. Trombone Shorty),Rod Stewart,"Merry Christmas, Baby",https://music.youtube.com/watch?v=5VbwkMZ0Jc4
When You Wish Upon A Star,Rod Stewart,"Merry Christmas, Baby",https://music.youtube.com/watch?v=_jWAAC9BJ30
We Three Kings (feat. Mary J. Blige),Rod Stewart,"Merry Christmas, Baby",https://music.youtube.com/watch?v=q5xCQzvBhW4
Silent Night,Rod Stewart,"Merry Christmas, Baby",https://music.youtube.com/watch?v=Qih27J7372k
Auld Lang Syne,Rod Stewart,"Merry Christmas, Baby",https://music.youtube.com/watch?v=aX7R9Mkso4g
That Old Black Magic,Rod Stewart,Fly Me To The Moon...The Great American Songbook Volume V,https://music.youtube.com/watch?v=nT2Dte7C1A0
Beyond The Sea,Rod Stewart,Fly Me To The Moon...The Great American Songbook Volume V,https://music.youtube.com/watch?v=sHfatkmvcz0
I've Got You Under My Skin,Rod Stewart,Fly Me To The Moon...The Great American Songbook Volume V,https://music.youtube.com/watch?v=3TK5CSBLKVI
What A Difference A Day Makes,Rod Stewart,Fly Me To The Moon...The Great American Songbook Volume V,https://music.youtube.com/watch?v=ZjqqMJvCou0
I Get A Kick Out Of You,Rod Stewart,Fly Me To The Moon...The Great American Songbook Volume V,https://music.youtube.com/watch?v=G5ZO_BOjsvk
I've Got The World On A String,Rod Stewart,Fly Me To The Moon...The Great American Songbook Volume V,https://music.youtube.com/watch?v=Afur9lYX76Y
Love Me Or Leave Me,Rod Stewart,Fly Me To The Moon...The Great American Songbook Volume V,https://music.youtube.com/watch?v=ijcp-toVWWg
My Foolish Heart,Rod Stewart,Fly Me To The Moon...The Great American Songbook Volume V,https://music.youtube.com/watch?v=QEWBDvwuzXY
September In The Rain,Rod Stewart,Fly Me To The Moon...The Great American Songbook Volume V,https://music.youtube.com/watch?v=dQius9pVc1Q
Fly Me To The Moon,Rod Stewart,Fly Me To The Moon...The Great American Songbook Volume V,https://music.youtube.com/watch?v=AwnPMkQdK5I
Sunny Side Of The Street,Rod Stewart,Fly Me To The Moon...The Great American Songbook Volume V,https://music.youtube.com/watch?v=SlN6PSk3U8s
Moon River,Rod Stewart,Fly Me To The Moon...The Great American Songbook Volume V,https://music.youtube.com/watch?v=KCQJY58PjKA
