titulo,artistas,album,url
Serve The Servants,Nirvana,In Utero (20th Anniversary Remaster),https://music.youtube.com/watch?v=nsYZiO1FotI
Scentless Apprentice,Nirvana,In Utero (20th Anniversary Remaster),https://music.youtube.com/watch?v=upr0CVDw8Co
Heart-Shaped Box,Nirvana,In Utero (20th Anniversary Remaster),https://music.youtube.com/watch?v=n6P0SitRwy8
Rape Me,Nirvana,In Utero (20th Anniversary Remaster),https://music.youtube.com/watch?v=SuSjiQwrKYo
Frances Farmer Will Have Her Revenge On Seattle,Nirvana,In Utero (20th Anniversary Remaster),https://music.youtube.com/watch?v=9UwdINMMo_E
Dumb,Nirvana,In Utero (20th Anniversary Remaster),https://music.youtube.com/watch?v=4YFu4dvMHHY
Very Ape,Nirvana,In Utero (20th Anniversary Remaster),https://music.youtube.com/watch?v=Ge3r3EF8dGE
Milk It,Nirvana,In Utero (20th Anniversary Remaster),https://music.youtube.com/watch?v=YdcordL3ItA
Pennyroyal Tea,Nirvana,In Utero (20th Anniversary Remaster),https://music.youtube.com/watch?v=Ly2x_XUw4qU
Radio Friendly Unit Shifter,Nirvana,In Utero (20th Anniversary Remaster),https://music.youtube.com/watch?v=x309D4ABLv0
Tourette's,Nirvana,In Utero (20th Anniversary Remaster),https://music.youtube.com/watch?v=2pvP6xJdDx4
All Apologies,Nirvana,In Utero (20th Anniversary Remaster),https://music.youtube.com/watch?v=tLVVhfJqohU
Smells Like Teen Spirit,Nirvana,Nevermind,https://music.youtube.com/watch?v=hTWKbfoikeg
In Bloom,Nirvana,Nevermind,https://music.youtube.com/watch?v=PbgKEjNBHqM
Come As You Are,Nirvana,Nevermind,https://music.youtube.com/watch?v=vabnZ9-ex7o
Breed,Nirvana,Nevermind,https://music.youtube.com/watch?v=J6EDW5WFb2M
Lithium,Nirvana,Nevermind,https://music.youtube.com/watch?v=pkcJEvMcnEg
Polly,Nirvana,Nevermind,https://music.youtube.com/watch?v=DrlaVYKWeLU
Territorial Pissings,Nirvana,Nevermind,https://music.youtube.com/watch?v=9yNPgx0swCM
Drain You,Nirvana,Nevermind,https://music.youtube.com/watch?v=AJUpHxlJUNQ
Lounge Act,Nirvana,Nevermind,https://music.youtube.com/watch?v=dZqpol8Yrq8
Stay Away,Nirvana,Nevermind,https://music.youtube.com/watch?v=vnHm-u4IYuo
On A Plain,Nirvana,Nevermind,https://music.youtube.com/watch?v=c023U4oQGr4
Something In The Way,Nirvana,Nevermind,https://music.youtube.com/watch?v=4VxdufqB9zg
"Endless, Nameless",Nirvana,Nevermind,https://music.youtube.com/watch?v=uj1PagCfejs
Blew,Nirvana,Bleach: Deluxe Edition,https://music.youtube.com/watch?v=7E-KAP359ys
Floyd The Barber,Nirvana,Bleach: Deluxe Edition,https://music.youtube.com/watch?v=cBm-XeOVIeY
About A Girl,Nirvana,Bleach: Deluxe Edition,https://music.youtube.com/watch?v=JIx2H-plXdU
School,Nirvana,Bleach: Deluxe Edition,https://music.youtube.com/watch?v=sp86SkWKRQE
Love Buzz,Nirvana,Bleach: Deluxe Edition,https://music.youtube.com/watch?v=ljvhYweP4-0
Paper Cuts,Nirvana,Bleach: Deluxe Edition,https://music.youtube.com/watch?v=Md4icxT6K60
Negative Creep,Nirvana,Bleach: Deluxe Edition,https://music.youtube.com/watch?v=xUgI2h35Pcc
Scoff,Nirvana,Bleach: Deluxe Edition,https://music.youtube.com/watch?v=kETwhcSymeA
Swap Meet,Nirvana,Bleach: Deluxe Edition,https://music.youtube.com/watch?v=jJs0hg0nNKI
Mr. Moustache,Nirvana,Bleach: Deluxe Edition,https://music.youtube.com/watch?v=O4322tT9m7k
Sifting,Nirvana,Bleach: Deluxe Edition,https://music.youtube.com/watch?v=DuOxiUiKXBc
Big Cheese,Nirvana,Bleach: Deluxe Edition,https://music.youtube.com/watch?v=8ZCn6daQjWc
Downer,Nirvana,Bleach: Deluxe Edition,https://music.youtube.com/watch?v=rAeanjCnUmI
Intro (Live at Pine Street Theatre),Nirvana,Bleach: Deluxe Edition,https://music.youtube.com/watch?v=Q1-Eo8uD5WM
School (Live at Pine Street Theatre),Nirvana,Bleach: Deluxe Edition,https://music.youtube.com/watch?v=AiQKprXloXM
Floyd The Barber (Live at Pine Street Theatre),Nirvana,Bleach: Deluxe Edition,https://music.youtube.com/watch?v=A5crGIWkT-E
Dive (Live at Pine Street Theatre),Nirvana,Bleach: Deluxe Edition,https://music.youtube.com/watch?v=_c-7CK69OgI
Love Buzz (Live at Pine Street Theatre),Nirvana,Bleach: Deluxe Edition,https://music.youtube.com/watch?v=bm25tUwqhh4
Spank Thru (Live at Pine Street Theatre),Nirvana,Bleach: Deluxe Edition,https://music.youtube.com/watch?v=Xq47qqVOE1k
Molly's Lips (Live at Pine Street Theatre),Nirvana,Bleach: Deluxe Edition,https://music.youtube.com/watch?v=Iu1ajS-X08s
Sappy (Live at Pine Street Theatre),Nirvana,Bleach: Deluxe Edition,https://music.youtube.com/watch?v=LgzAIxHaI0U
Scoff (Live at Pine Street Theatre),Nirvana,Bleach: Deluxe Edition,https://music.youtube.com/watch?v=mdh6ZAp4KlI
About A Girl (Live at Pine Street Theatre),Nirvana,Bleach: Deluxe Edition,https://music.youtube.com/watch?v=op4rj24lw1Y
Been A Son (Live at Pine Street Theatre),Nirvana,Bleach: Deluxe Edition,https://music.youtube.com/watch?v=9F0YkRaQNSQ
Blew (Live at Pine Street Theatre),Nirvana,Bleach: Deluxe Edition,https://music.youtube.com/watch?v=4JUarrjJR_4
Love Buzz (Live),Nirvana,Live On Air 1987,https://music.youtube.com/watch?v=Cat_H9difUk
Floyd the Barber (Live),Nirvana,Live On Air 1987,https://music.youtube.com/watch?v=TkZScQLdEDQ
Downer (Live),Nirvana,Live On Air 1987,https://music.youtube.com/watch?v=706s5kwCet4
Mexican Seafood (Live),Nirvana,Live On Air 1987,https://music.youtube.com/watch?v=124D3xqORhQ
White Lace and Strange (Live),Nirvana,Live On Air 1987,https://music.youtube.com/watch?v=56UmkknGZOg
Spank Thru (Live),Nirvana,Live On Air 1987,https://music.youtube.com/watch?v=rxozaX5Rkm0
Anorexorcist (Live),Nirvana,Live On Air 1987,https://music.youtube.com/watch?v=lNJwp0LMG_E
Hairspray Queen (Live),Nirvana,Live On Air 1987,https://music.youtube.com/watch?v=ZFuDlz9FFNw
Pen Cap Chew (Live),Nirvana,Live On Air 1987,https://music.youtube.com/watch?v=ufp6Pdhd0ZM
Love Buzz (Live),Nirvana,Live On Air 1987 (live),https://music.youtube.com/watch?v=1UNFt2LHEd0
Floyd the Barber (Live),Nirvana,Live On Air 1987 (live),https://music.youtube.com/watch?v=h180xiyWjKg
Downer (Live),Nirvana,Live On Air 1987 (live),https://music.youtube.com/watch?v=HrXanES16ig
Mexican Seafood (Live),Nirvana,Live On Air 1987 (live),https://music.youtube.com/watch?v=bZFM1AEYevY
White Lace and Strange (Live),Nirvana,Live On Air 1987 (live),https://music.youtube.com/watch?v=9Fh2BTSbZUw
Spank Thru (Live),Nirvana,Live On Air 1987 (live),https://music.youtube.com/watch?v=rNQTgOTx18Y
Anorexorcist (Live),Nirvana,Live On Air 1987 (live),https://music.youtube.com/watch?v=1UB-Ip4CCGA
Hairspray Queen (Live),Nirvana,Live On Air 1987 (live),https://music.youtube.com/watch?v=ouNCK3jcHtU
Pen Cap Chew (Live),Nirvana,Live On Air 1987 (live),https://music.youtube.com/watch?v=xDjo_wMS5W0
About A Girl (Live),Nirvana,About A Girl Nirvana Recordings,https://music.youtube.com/watch?v=uaF7sP_3Tw0
Smells Like Teen Spirit (Live),Nirvana,About A Girl Nirvana Recordings,https://music.youtube.com/watch?v=_atIGXP9C3Y
Floyd The Barber (Live),Nirvana,About A Girl Nirvana Recordings,https://music.youtube.com/watch?v=Wx7DxPTEo6c
Territorial Pissings (Live),Nirvana,About A Girl Nirvana Recordings,https://music.youtube.com/watch?v=qjJcPce23Hk
Lithium (Live),Nirvana,About A Girl Nirvana Recordings,https://music.youtube.com/watch?v=1a5wkQMHxU8
Come As You Are (Live),Nirvana,About A Girl Nirvana Recordings,https://music.youtube.com/watch?v=vdhAilv3cws
Drain You (Live),Nirvana,About A Girl Nirvana Recordings,https://music.youtube.com/watch?v=ZcmQPbidyoE
Aneurysm (Live),Nirvana,About A Girl Nirvana Recordings,https://music.youtube.com/watch?v=RgF93PwjZ5w
School (Live),Nirvana,About A Girl Nirvana Recordings,https://music.youtube.com/watch?v=sqmIKkdCgwU
Breed (Live),Nirvana,About A Girl Nirvana Recordings,https://music.youtube.com/watch?v=GEJ0_0XiZXU
Smells Like Teen Spirit,Nirvana,Smells Like Teen Spirit,https://music.youtube.com/watch?v=hTWKbfoikeg
In Bloom,Nirvana,In Bloom,https://music.youtube.com/watch?v=PbgKEjNBHqM
"Pennyroyal Tea (Live In Los Angeles, Great Western Forum - December 30, 1993)",Nirvana,Pennyroyal Tea (Live),https://music.youtube.com/watch?v=W4nQvpJyaak
"All Apologies (Live In Los Angeles, Great Western Forum - December 30, 1993)",Nirvana,All Apologies (Live),https://music.youtube.com/watch?v=h7GGWHnbqOs
"Scentless Apprentice (Live In Seattle, Seattle Center Arena - January 7, 1994)",Nirvana,Scentless Apprentice (Live),https://music.youtube.com/watch?v=K74XYHv99Ik
"Frances Farmer Will Have Her Revenge On Seattle (Live In Seattle, Seattle Center Arena - January 7, 1994)",Nirvana,Frances Farmer Will Have Her Revenge On Seattle (Live),https://music.youtube.com/watch?v=wX4uoNkD-TI
"On A Plain (Live In Tokyo, Japan/1992)",Nirvana,On A Plain (Live),https://music.youtube.com/watch?v=4dDMDq4Y_WM
"Lithium (Live In Melbourne, Australia For Triple J/1992)",Nirvana,"Lithium (Live In Melbourne, Australia For Triple J/1992)",https://music.youtube.com/watch?v=9beaLSWdGSA
"Breed (Live In Amsterdam, Netherlands/1991)",Nirvana,"Breed (Live In Amsterdam, Netherlands/1991)",https://music.youtube.com/watch?v=azGrHPOJ588
Polly (Rehearsal),Nirvana,Polly (Live),https://music.youtube.com/watch?v=ZSEoYDA2txw
